#Name RA DEC DM DM error
FRB171019,22:17:30,-08:40,460.8,1.1
FRB121102,05:32:09,33:05:13,557,2
FRB180814.J1554+74,15:54,+74:01,238.32,0.01
FRB180916.J0158+65,01:58,65:44,349.2,0.4
FRB181030.J1054+73,10:54,73:44,103.5,0.7
FRB181128.J0456+63,04:56,63:23,450.2,0.3
FRB181119.J12+65,12:42,65:08,364.2,1
FRB190116.J1249+27,12:49,27:09,444,0.6
FRB181017.J1705+68,17:05,68:17,1281.9,0.4
FRB190209.J0937+77,09:37,77:40,424.6,0.6
FRB190222.J2052+69,20:52,69:50,460.6,0.1
